##### start data
#F Ni_300mesh_2-13_NISTsi_nor.gr
#D Wed May  3 11:48:27 2006
#C 
#S 1    G(r)
#D 
#L r(A)    G(r)    d_r    d_Gr
   3.760000e+00    -3.051129e+00    -2.834973e+00     4.756361e-04  
   3.770000e+00    -3.098872e+00    -2.842513e+00     4.794118e-04  
   3.780000e+00    -3.136777e+00    -2.850053e+00     4.816776e-04  
   3.790000e+00    -3.169166e+00    -2.857593e+00     4.818479e-04  
   3.800000e+00    -3.199709e+00    -2.865132e+00     4.799320e-04  
   3.810000e+00    -3.231211e+00    -2.872672e+00     4.765266e-04  
   3.820000e+00    -3.265470e+00    -2.880212e+00     4.726537e-04  
   3.830000e+00    -3.303217e+00    -2.887752e+00     4.694718e-04  
   3.840000e+00    -3.344142e+00    -2.895292e+00     4.679244e-04  
   3.850000e+00    -3.387001e+00    -2.902831e+00     4.684375e-04  
   3.860000e+00    -3.429800e+00    -2.910371e+00     4.707827e-04  
   3.870000e+00    -3.470034e+00    -2.917911e+00     4.741654e-04  
   3.880000e+00    -3.504979e+00    -2.925451e+00     4.774998e-04  
   3.890000e+00    -3.531992e+00    -2.932991e+00     4.797559e-04  
   3.900000e+00    -3.548808e+00    -2.940531e+00     4.802634e-04  
   3.910000e+00    -3.553811e+00    -2.948070e+00     4.788948e-04  
   3.920000e+00    -3.546238e+00    -2.955610e+00     4.760952e-04  
   3.930000e+00    -3.526315e+00    -2.963150e+00     4.727564e-04  
   3.940000e+00    -3.495296e+00    -2.970690e+00     4.699572e-04  
   3.950000e+00    -3.455400e+00    -2.978230e+00     4.686295e-04  
   3.960000e+00    -3.409643e+00    -2.985770e+00     4.692496e-04  
   3.970000e+00    -3.361571e+00    -2.993309e+00     4.716732e-04  
   3.980000e+00    -3.314906e+00    -3.000849e+00     4.751827e-04  
   3.990000e+00    -3.273136e+00    -3.008389e+00     4.787262e-04  
   4.000000e+00    -3.239056e+00    -3.015929e+00     4.812485e-04  
   4.010000e+00    -3.214318e+00    -3.023469e+00     4.819999e-04  
   4.020000e+00    -3.199005e+00    -3.031008e+00     4.807411e-04  
   4.030000e+00    -3.191270e+00    -3.038548e+00     4.778056e-04  
   4.040000e+00    -3.187077e+00    -3.046088e+00     4.740111e-04  
   4.050000e+00    -3.180070e+00    -3.053628e+00     4.704337e-04  
   4.060000e+00    -3.161589e+00    -3.061168e+00     4.680915e-04  
   4.070000e+00    -3.120848e+00    -3.068708e+00     4.676246e-04  
   4.080000e+00    -3.045283e+00    -3.076247e+00     4.690858e-04  
   4.090000e+00    -2.921049e+00    -3.083787e+00     4.719291e-04  
   4.100000e+00    -2.733669e+00    -3.091327e+00     4.752006e-04  
   4.110000e+00    -2.468784e+00    -3.098867e+00     4.778508e-04  
   4.120000e+00    -2.112983e+00    -3.106407e+00     4.790520e-04  
   4.130000e+00    -1.654663e+00    -3.113946e+00     4.784308e-04  
   4.140000e+00    -1.084872e+00    -3.121486e+00     4.761635e-04  
   4.150000e+00    -3.980827e-01    -3.129026e+00     4.729232e-04  
   4.160000e+00     4.071479e-01    -3.136566e+00     4.696872e-04  
   4.170000e+00     1.327679e+00    -3.144106e+00     4.674440e-04  
   4.180000e+00     2.355485e+00    -3.151646e+00     4.668789e-04  
   4.190000e+00     3.477574e+00    -3.159185e+00     4.681449e-04  
   4.200000e+00     4.676148e+00    -3.166725e+00     4.708119e-04  
   4.210000e+00     5.929008e+00    -3.174265e+00     4.740148e-04  
   4.220000e+00     7.210184e+00    -3.181805e+00     4.767384e-04  
   4.230000e+00     8.490777e+00    -3.189345e+00     4.781298e-04  
   4.240000e+00     9.739971e+00    -3.196885e+00     4.777447e-04  
   4.250000e+00     1.092617e+01    -3.204424e+00     4.756692e-04  
   4.260000e+00     1.201820e+01    -3.211964e+00     4.724981e-04  
   4.270000e+00     1.298656e+01    -3.219504e+00     4.691711e-04  
   4.280000e+00     1.380457e+01    -3.227044e+00     4.666993e-04  
   4.290000e+00     1.444944e+01    -3.234584e+00     4.658507e-04  
   4.300000e+00     1.490322e+01    -3.242123e+00     4.668968e-04  
   4.310000e+00     1.515350e+01    -3.249663e+00     4.695196e-04  
   4.320000e+00     1.519386e+01    -3.257203e+00     4.729194e-04  
   4.330000e+00     1.502413e+01    -3.264743e+00     4.760769e-04  
   4.340000e+00     1.465033e+01    -3.272283e+00     4.780648e-04  
   4.350000e+00     1.408432e+01    -3.279823e+00     4.783121e-04  
   4.360000e+00     1.334333e+01    -3.287362e+00     4.767558e-04  
   4.370000e+00     1.244911e+01    -3.294902e+00     4.738533e-04  
   4.380000e+00     1.142704e+01    -3.302442e+00     4.704566e-04  
   4.390000e+00     1.030508e+01    -3.309982e+00     4.675707e-04  
   4.400000e+00     9.112589e+00    -3.317522e+00     4.660526e-04  
   4.410000e+00     7.879253e+00    -3.325062e+00     4.663422e-04  
   4.420000e+00     6.633941e+00    -3.332601e+00     4.683252e-04  
   4.430000e+00     5.403714e+00    -3.340141e+00     4.713844e-04  
   4.440000e+00     4.212954e+00    -3.347681e+00     4.746173e-04  
   4.450000e+00     3.082658e+00    -3.355221e+00     4.771300e-04  
   4.460000e+00     2.029932e+00    -3.362761e+00     4.783073e-04  
   4.470000e+00     1.067682e+00    -3.370300e+00     4.779836e-04  
   4.480000e+00     2.045208e-01    -3.377840e+00     4.764801e-04  
   4.490000e+00    -5.551383e-01    -3.385380e+00     4.745047e-04  
   4.500000e+00    -1.210803e+00    -3.392920e+00     4.729334e-04  
   4.510000e+00    -1.765478e+00    -3.400460e+00     4.725299e-04  
   4.520000e+00    -2.225128e+00    -3.408000e+00     4.736869e-04  
   4.530000e+00    -2.598059e+00    -3.415539e+00     4.762845e-04  
   4.540000e+00    -2.894259e+00    -3.423079e+00     4.797223e-04  
   4.550000e+00    -3.124738e+00    -3.430619e+00     4.831120e-04  
   4.560000e+00    -3.300901e+00    -3.438159e+00     4.855519e-04  
   4.570000e+00    -3.433977e+00    -3.445699e+00     4.863916e-04  
   4.580000e+00    -3.534534e+00    -3.453238e+00     4.854139e-04  
   4.590000e+00    -3.612085e+00    -3.460778e+00     4.828955e-04  
   4.600000e+00    -3.674812e+00    -3.468318e+00     4.795355e-04  
   4.610000e+00    -3.729381e+00    -3.475858e+00     4.762638e-04  
   4.620000e+00    -3.780869e+00    -3.483398e+00     4.739712e-04  
   4.630000e+00    -3.832770e+00    -3.490938e+00     4.732328e-04  
   4.640000e+00    -3.887084e+00    -3.498477e+00     4.741239e-04  
   4.650000e+00    -3.944453e+00    -3.506017e+00     4.761992e-04  
   4.660000e+00    -4.004337e+00    -3.513557e+00     4.786459e-04  
   4.670000e+00    -4.065211e+00    -3.521097e+00     4.805476e-04  
   4.680000e+00    -4.124761e+00    -3.528637e+00     4.811641e-04  
   4.690000e+00    -4.180074e+00    -3.536177e+00     4.801443e-04  
   4.700000e+00    -4.227805e+00    -3.543716e+00     4.776235e-04  
   4.710000e+00    -4.264325e+00    -3.551256e+00     4.741882e-04  
   4.720000e+00    -4.285845e+00    -3.558796e+00     4.707139e-04  
   4.730000e+00    -4.288508e+00    -3.566336e+00     4.681111e-04  
   4.740000e+00    -4.268482e+00    -3.573876e+00     4.670442e-04  
   4.750000e+00    -4.222027e+00    -3.581415e+00     4.677183e-04  
   4.760000e+00    -4.145573e+00    -3.588955e+00     4.698157e-04  
   4.770000e+00    -4.035800e+00    -3.596495e+00     4.726093e-04  
   4.780000e+00    -3.889734e+00    -3.604035e+00     4.752044e-04  
   4.790000e+00    -3.704857e+00    -3.611575e+00     4.768182e-04  
   4.800000e+00    -3.479240e+00    -3.619115e+00     4.770068e-04  
   4.810000e+00    -3.211689e+00    -3.626654e+00     4.757847e-04  
   4.820000e+00    -2.901903e+00    -3.634194e+00     4.736140e-04  
   4.830000e+00    -2.550631e+00    -3.641734e+00     4.712658e-04  
   4.840000e+00    -2.159823e+00    -3.649274e+00     4.695851e-04  
   4.850000e+00    -1.732749e+00    -3.656814e+00     4.692198e-04  
   4.860000e+00    -1.274093e+00    -3.664354e+00     4.704024e-04  
   4.870000e+00    -7.899845e-01    -3.671893e+00     4.728663e-04  
   4.880000e+00    -2.879781e-01    -3.679433e+00     4.759321e-04  
   4.890000e+00     2.230458e-01    -3.686973e+00     4.787254e-04  
   4.900000e+00     7.330481e-01    -3.694513e+00     4.804466e-04  
   4.910000e+00     1.231077e+00    -3.702053e+00     4.806033e-04  
   4.920000e+00     1.705580e+00    -3.709592e+00     4.791485e-04  
   4.930000e+00     2.144780e+00    -3.717132e+00     4.764949e-04  
   4.940000e+00     2.537095e+00    -3.724672e+00     4.734038e-04  
   4.950000e+00     2.871576e+00    -3.732212e+00     4.707687e-04  
   4.960000e+00     3.138365e+00    -3.739752e+00     4.693461e-04  
   4.970000e+00     3.329122e+00    -3.747292e+00     4.695140e-04  
   4.980000e+00     3.437414e+00    -3.754831e+00     4.711481e-04  
   4.990000e+00     3.459035e+00    -3.762371e+00     4.736652e-04  
   5.000000e+00     3.392253e+00    -3.769911e+00     4.762166e-04  
   5.010000e+00     3.237941e+00    -3.777451e+00     4.779543e-04  
   5.020000e+00     2.999605e+00    -3.784991e+00     4.782832e-04  
   5.030000e+00     2.683297e+00    -3.792530e+00     4.770277e-04  
   5.040000e+00     2.297408e+00    -3.800070e+00     4.744810e-04  
   5.050000e+00     1.852353e+00    -3.807610e+00     4.713260e-04  
   5.060000e+00     1.360169e+00    -3.815150e+00     4.684440e-04  
   5.070000e+00     8.340293e-01    -3.822690e+00     4.666547e-04  
   5.080000e+00     2.877155e-01    -3.830230e+00     4.664599e-04  
   5.090000e+00    -2.649423e-01    -3.837769e+00     4.678824e-04  
   5.100000e+00    -8.106166e-01    -3.845309e+00     4.704633e-04  
   5.110000e+00    -1.337005e+00    -3.852849e+00     4.734181e-04  
   5.120000e+00    -1.833292e+00    -3.860389e+00     4.758878e-04  
   5.130000e+00    -2.290533e+00    -3.867929e+00     4.771954e-04  
   5.140000e+00    -2.701930e+00    -3.875469e+00     4.770333e-04  
   5.150000e+00    -3.063004e+00    -3.883008e+00     4.755388e-04  
   5.160000e+00    -3.371639e+00    -3.890548e+00     4.732453e-04  
   5.170000e+00    -3.628002e+00    -3.898088e+00     4.709219e-04  
   5.180000e+00    -3.834354e+00    -3.905628e+00     4.693376e-04  
   5.190000e+00    -3.994752e+00    -3.913168e+00     4.690167e-04  
   5.200000e+00    -4.114659e+00    -3.920707e+00     4.700669e-04  
   5.210000e+00    -4.200504e+00    -3.928247e+00     4.721460e-04  
   5.220000e+00    -4.259180e+00    -3.935787e+00     4.745806e-04  
   5.230000e+00    -4.297550e+00    -3.943327e+00     4.765876e-04  
   5.240000e+00    -4.321952e+00    -3.950867e+00     4.775192e-04  
   5.250000e+00    -4.337748e+00    -3.958407e+00     4.770554e-04  
   5.260000e+00    -4.348943e+00    -3.965946e+00     4.752971e-04  
   5.270000e+00    -4.357876e+00    -3.973486e+00     4.727395e-04  
   5.280000e+00    -4.365023e+00    -3.981026e+00     4.701314e-04  
   5.290000e+00    -4.368903e+00    -3.988566e+00     4.682516e-04  
   5.300000e+00    -4.366102e+00    -3.996106e+00     4.676635e-04  
   5.310000e+00    -4.351408e+00    -4.003645e+00     4.685288e-04  
   5.320000e+00    -4.318059e+00    -4.011185e+00     4.705525e-04  
   5.330000e+00    -4.258079e+00    -4.018725e+00     4.730812e-04  
   5.340000e+00    -4.162706e+00    -4.026265e+00     4.753159e-04  
   5.350000e+00    -4.022861e+00    -4.033805e+00     4.765616e-04  
   5.360000e+00    -3.829674e+00    -4.041345e+00     4.764340e-04  
   5.370000e+00    -3.575004e+00    -4.048884e+00     4.749733e-04  
   5.380000e+00    -3.251962e+00    -4.056424e+00     4.726382e-04  
   5.390000e+00    -2.855383e+00    -4.063964e+00     4.701815e-04  
   5.400000e+00    -2.382247e+00    -4.071504e+00     4.684322e-04  
   5.410000e+00    -1.832020e+00    -4.079044e+00     4.680392e-04  
   5.420000e+00    -1.206893e+00    -4.086584e+00     4.692590e-04  
   5.430000e+00    -5.119191e-01    -4.094123e+00     4.718660e-04  
   5.440000e+00     2.449740e-01    -4.101663e+00     4.752233e-04  
   5.450000e+00     1.053085e+00    -4.109203e+00     4.784830e-04  
   5.460000e+00     1.899164e+00    -4.116743e+00     4.808408e-04  
   5.470000e+00     2.767745e+00    -4.124283e+00     4.817632e-04  
   5.480000e+00     3.641581e+00    -4.131822e+00     4.811274e-04  
   5.490000e+00     4.502164e+00    -4.139362e+00     4.792478e-04  
   5.500000e+00     5.330312e+00    -4.146902e+00     4.767849e-04  
   5.510000e+00     6.106794e+00    -4.154442e+00     4.745547e-04  
   5.520000e+00     6.812983e+00    -4.161982e+00     4.732849e-04  
   5.530000e+00     7.431491e+00    -4.169522e+00     4.733879e-04  
   5.540000e+00     7.946786e+00    -4.177061e+00     4.748307e-04  
   5.550000e+00     8.345739e+00    -4.184601e+00     4.771511e-04  
   5.560000e+00     8.618102e+00    -4.192141e+00     4.796135e-04  
   5.570000e+00     8.756878e+00    -4.199681e+00     4.814439e-04  
   5.580000e+00     8.758581e+00    -4.207221e+00     4.820616e-04  
   5.590000e+00     8.623367e+00    -4.214761e+00     4.812444e-04  
   5.600000e+00     8.355025e+00    -4.222300e+00     4.791881e-04  
   5.610000e+00     7.960843e+00    -4.229840e+00     4.764508e-04  
   5.620000e+00     7.451335e+00    -4.237380e+00     4.737932e-04  
   5.630000e+00     6.839847e+00    -4.244920e+00     4.719535e-04  
   5.640000e+00     6.142068e+00    -4.252460e+00     4.714190e-04  
   5.650000e+00     5.375447e+00    -4.259999e+00     4.722724e-04  
   5.660000e+00     4.558555e+00    -4.267539e+00     4.741702e-04  
   5.670000e+00     3.710417e+00    -4.275079e+00     4.764629e-04  
   5.680000e+00     2.849838e+00    -4.282619e+00     4.784074e-04  
   5.690000e+00     1.994762e+00    -4.290159e+00     4.793955e-04  
   5.700000e+00     1.161681e+00    -4.297699e+00     4.791305e-04  
   5.710000e+00     3.651251e-01    -4.305238e+00     4.777072e-04  
   5.720000e+00    -3.827351e-01    -4.312778e+00     4.755794e-04  
   5.730000e+00    -1.072376e+00    -4.320318e+00     4.734230e-04  
   5.740000e+00    -1.697073e+00    -4.327858e+00     4.719288e-04  
   5.750000e+00    -2.252915e+00    -4.335398e+00     4.715813e-04  
   5.760000e+00    -2.738689e+00    -4.342937e+00     4.724979e-04  
   5.770000e+00    -3.155646e+00    -4.350477e+00     4.743890e-04  
   5.780000e+00    -3.507150e+00    -4.358017e+00     4.766530e-04  
   5.790000e+00    -3.798255e+00    -4.365557e+00     4.785707e-04  
   5.800000e+00    -4.035214e+00    -4.373097e+00     4.795266e-04  
   5.810000e+00    -4.224965e+00    -4.380637e+00     4.791909e-04  
   5.820000e+00    -4.374617e+00    -4.388176e+00     4.776135e-04  
   5.830000e+00    -4.490967e+00    -4.395716e+00     4.752111e-04  
   5.840000e+00    -4.580074e+00    -4.403256e+00     4.726491e-04  
   5.850000e+00    -4.646927e+00    -4.410796e+00     4.706452e-04  
   5.860000e+00    -4.695196e+00    -4.418336e+00     4.697476e-04  
   5.870000e+00    -4.727119e+00    -4.425876e+00     4.701585e-04  
   5.880000e+00    -4.743489e+00    -4.433415e+00     4.716693e-04  
   5.890000e+00    -4.743764e+00    -4.440955e+00     4.737319e-04  
   5.900000e+00    -4.726287e+00    -4.448495e+00     4.756393e-04  
   5.910000e+00    -4.688587e+00    -4.456035e+00     4.767486e-04  
   5.920000e+00    -4.627747e+00    -4.463575e+00     4.766750e-04  
   5.930000e+00    -4.540812e+00    -4.471114e+00     4.754047e-04  
   5.940000e+00    -4.425208e+00    -4.478654e+00     4.733018e-04  
   5.950000e+00    -4.279137e+00    -4.486194e+00     4.710058e-04  
   5.960000e+00    -4.101920e+00    -4.493734e+00     4.692437e-04  
   5.970000e+00    -3.894272e+00    -4.501274e+00     4.686036e-04  
   5.980000e+00    -3.658473e+00    -4.508814e+00     4.693420e-04  
   5.990000e+00    -3.398436e+00    -4.516353e+00     4.712946e-04  
   6.000000e+00    -3.119656e+00    -4.523893e+00     4.739260e-04  
   6.010000e+00    -2.829044e+00    -4.531433e+00     4.764983e-04  
   6.020000e+00    -2.534654e+00    -4.538973e+00     4.782954e-04  
   6.030000e+00    -2.245328e+00    -4.546513e+00     4.788295e-04  
   6.040000e+00    -1.970265e+00    -4.554053e+00     4.779757e-04  
   6.050000e+00    -1.718558e+00    -4.561592e+00     4.760021e-04  
   6.060000e+00    -1.498721e+00    -4.569132e+00     4.734933e-04  
   6.070000e+00    -1.318240e+00    -4.576672e+00     4.711809e-04  
   6.080000e+00    -1.183173e+00    -4.584212e+00     4.697232e-04  
   6.090000e+00    -1.097837e+00    -4.591752e+00     4.694985e-04  
   6.100000e+00    -1.064589e+00    -4.599291e+00     4.704846e-04  
   6.110000e+00    -1.083730e+00    -4.606831e+00     4.722691e-04  
   6.120000e+00    -1.153521e+00    -4.614371e+00     4.741886e-04  
   6.130000e+00    -1.270330e+00    -4.621911e+00     4.755428e-04  
   6.140000e+00    -1.428883e+00    -4.629451e+00     4.758106e-04  
   6.150000e+00    -1.622608e+00    -4.636991e+00     4.748062e-04  
   6.160000e+00    -1.844048e+00    -4.644530e+00     4.727371e-04  
   6.170000e+00    -2.085310e+00    -4.652070e+00     4.701530e-04  
   6.180000e+00    -2.338517e+00    -4.659610e+00     4.677918e-04  
   6.190000e+00    -2.596238e+00    -4.667150e+00     4.663624e-04  
   6.200000e+00    -2.851852e+00    -4.674690e+00     4.663222e-04  
   6.210000e+00    -3.099829e+00    -4.682229e+00     4.677269e-04  
   6.220000e+00    -3.335897e+00    -4.689769e+00     4.702102e-04  
   6.230000e+00    -3.557094e+00    -4.697309e+00     4.731002e-04  
   6.240000e+00    -3.761690e+00    -4.704849e+00     4.756279e-04  
   6.250000e+00    -3.948980e+00    -4.712389e+00     4.771523e-04  
   6.260000e+00    -4.118983e+00    -4.719929e+00     4.773370e-04  
   6.270000e+00    -4.272043e+00    -4.727468e+00     4.762344e-04  
   6.280000e+00    -4.408382e+00    -4.735008e+00     4.742627e-04  
   6.290000e+00    -4.527634e+00    -4.742548e+00     4.720815e-04  
   6.300000e+00    -4.628392e+00    -4.750088e+00     4.703950e-04  
   6.310000e+00    -4.707820e+00    -4.757628e+00     4.697340e-04  
   6.320000e+00    -4.761357e+00    -4.765168e+00     4.702882e-04  
   6.330000e+00    -4.782547e+00    -4.772707e+00     4.718473e-04  
   6.340000e+00    -4.763021e+00    -4.780247e+00     4.738758e-04  
   6.350000e+00    -4.692640e+00    -4.787787e+00     4.756896e-04  
   6.360000e+00    -4.559816e+00    -4.795327e+00     4.766722e-04  
   6.370000e+00    -4.351990e+00    -4.802867e+00     4.764608e-04  
   6.380000e+00    -4.056251e+00    -4.810406e+00     4.750541e-04  
   6.390000e+00    -3.660081e+00    -4.817946e+00     4.728175e-04  
   6.400000e+00    -3.152159e+00    -4.825486e+00     4.703844e-04  
   6.410000e+00    -2.523213e+00    -4.833026e+00     4.684748e-04  
   6.420000e+00    -1.766843e+00    -4.840566e+00     4.676792e-04  
   6.430000e+00    -8.802713e-01    -4.848106e+00     4.682727e-04  
   6.440000e+00     1.350193e-01    -4.855645e+00     4.701282e-04  
   6.450000e+00     1.272820e+00    -4.863185e+00     4.727603e-04  
   6.460000e+00     2.521927e+00    -4.870725e+00     4.754829e-04  
   6.470000e+00     3.866110e+00    -4.878265e+00     4.776209e-04  
   6.480000e+00     5.284312e+00    -4.885805e+00     4.787052e-04  
   6.490000e+00     6.751109e+00    -4.893344e+00     4.785986e-04  
   6.500000e+00     8.237389e+00    -4.900884e+00     4.775242e-04  
   6.510000e+00     9.711252e+00    -4.908424e+00     4.759921e-04  
   6.520000e+00     1.113907e+01    -4.915964e+00     4.746435e-04  
   6.530000e+00     1.248668e+01    -4.923504e+00     4.740513e-04  
